,adsh,cik,name,sic,fye,form,period,fy,fp,fs_year,fs_quarter
269,0000089089-18-000035,89089,SERVICE CORP INTERNATIONAL,7200.0,1231.0,10-Q,20180630,2018,Q2,,
270,0000089439-18-000038,89439,MUELLER INDUSTRIES INC,3350.0,1231.0,10-Q,20180630,2018,Q2,,
271,0000089800-18-000014,89800,SHERWIN WILLIAMS CO,5200.0,1231.0,10-Q,20180630,2018,Q2,,
272,0000090168-18-000021,90168,SIFCO INDUSTRIES INC,3724.0,930.0,10-Q,20180630,2018,Q3,,
273,0000091419-18-000008,91419,J M SMUCKER CO,2033.0,430.0,10-Q,20180731,2019,Q1,,
274,0000091440-18-000008,91440,SNAP-ON INC,3420.0,1231.0,10-Q,20180630,2018,Q2,,
275,0000091576-18-000028,91576,KEYCORP /NEW/,6021.0,1231.0,10-Q,20180630,2018,Q2,,
276,0000091767-18-000041,91767,SONOCO PRODUCTS CO,2650.0,1231.0,10-Q,20180630,2018,Q2,,
277,0000091928-18-000095,91928,SOUTH JERSEY INDUSTRIES INC,4924.0,1231.0,10-Q,20180630,2018,Q2,,
278,0000092122-18-000050,92122,SOUTHERN CO,4911.0,1231.0,10-Q,20180630,2018,Q2,,
279,0000092230-18-000061,92230,BB&T CORP,6021.0,1231.0,10-Q,20180630,2018,Q2,,
280,0000092380-18-000110,92380,SOUTHWEST AIRLINES CO,4512.0,1231.0,10-Q,20180630,2018,Q2,,
281,0000092521-18-000009,92521,SOUTHWESTERN PUBLIC SERVICE CO,4931.0,1231.0,10-Q,20180630,2018,Q2,,
283,0000093410-18-000029,93410,CHEVRON CORP,2911.0,1231.0,10-Q,20180630,2018,Q2,,
284,0000093556-18-000028,93556,"STANLEY BLACK & DECKER, INC.",3420.0,1231.0,10-Q,20180630,2018,Q2,,
285,0000093751-18-000439,93751,STATE STREET CORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
286,0000094344-18-000020,94344,STEWART INFORMATION SERVICES CORP,6361.0,1231.0,10-Q,20180630,2018,Q2,,
287,0000094845-18-000036,94845,LEVI STRAUSS & CO,2300.0,1130.0,10-Q,20180531,2018,Q2,,
288,0000095521-18-000104,95521,SUPERVALU INC,5141.0,228.0,10-Q,20180630,2019,Q1,,
289,0000095953-18-000065,95953,SYNALLOY CORP,3317.0,1231.0,10-Q,20180630,2018,Q2,,
291,0000096223-18-000025,96223,JEFFERIES FINANCIAL GROUP INC.,2011.0,1231.0,10-Q,20180630,2018,Q2,,
293,0000096869-18-000013,96869,TEJON RANCH CO,6500.0,1231.0,10-Q,20180630,2018,Q2,,
294,0000096943-18-000154,96943,TELEFLEX INC,3841.0,1231.0,10-Q,20180630,2018,Q2,,
295,0000097134-18-000029,97134,TENNANT CO,3580.0,1231.0,10-Q,20180630,2018,Q2,,
296,0000097216-18-000128,97216,TEREX CORP,3537.0,1231.0,10-Q,20180630,2018,Q2,,
297,0000097517-18-000017,97517,TEXAS PACIFIC LAND TRUST,6792.0,1231.0,10-Q,20180630,2018,Q2,,
298,0000097745-18-000029,97745,THERMO FISHER SCIENTIFIC INC.,3829.0,1231.0,10-Q,20180630,2018,Q2,,
299,0000098246-18-000275,98246,TIFFANY & CO,5944.0,131.0,10-Q,20180731,2018,Q2,,
300,0000098362-18-000090,98362,TIMKEN CO,3562.0,1231.0,10-Q,20180630,2018,Q2,,
301,0000099250-18-000009,99250,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",4922.0,1231.0,10-Q,20180630,2018,Q2,,
302,0000099771-18-000071,99771,TRINITY CAPITAL CORP,6021.0,1231.0,10-Q,20180630,2018,Q2,,
303,0000099780-18-000137,99780,TRINITY INDUSTRIES INC,3743.0,1231.0,10-Q,20180630,2018,Q2,,
304,0000100122-18-000015,100122,TUCSON ELECTRIC POWER CO,4911.0,1231.0,10-Q,20180630,2018,Q2,,
305,0000100493-18-000092,100493,TYSON FOODS INC,2015.0,930.0,10-Q,20180630,2018,Q3,,
306,0000100517-18-000012,100517,"UNITED CONTINENTAL HOLDINGS, INC.",4512.0,1231.0,10-Q,20180630,2018,Q2,,
307,0000100548-18-000016,100548,UGI UTILITIES INC,4932.0,930.0,10-Q,20180630,2018,Q3,,
308,0000100716-18-000048,100716,UNICO AMERICAN CORP,6331.0,1231.0,10-Q,20180630,2018,Q2,,
309,0000100885-18-000184,100885,UNION PACIFIC CORP,4011.0,1231.0,10-Q,20180630,2018,Q2,,
310,0000101199-18-000101,101199,UNITED FIRE GROUP INC,6331.0,1231.0,10-Q,20180630,2018,Q2,,
311,0000101778-18-000107,101778,MARATHON OIL CORP,1311.0,1231.0,10-Q,20180630,2018,Q2,,
312,0000101829-18-000027,101829,UNITED TECHNOLOGIES CORP /DE/,3724.0,1231.0,10-Q,20180630,2018,Q2,,
313,0000101830-18-000037,101830,SPRINT CORP,4813.0,331.0,10-Q,20180630,2018,Q1,,
314,0000101984-18-000032,101984,UNIVERSAL ELECTRONICS INC,3651.0,1231.0,10-Q,20180630,2018,Q2,,
315,0000102037-18-000028,102037,UNIVERSAL CORP /VA/,5150.0,331.0,10-Q,20180630,2018,Q1,,
316,0000102212-18-000052,102212,UNIVEST CORP OF PENNSYLVANIA,6022.0,1231.0,10-Q,20180630,2018,Q2,,
317,0000102729-18-000019,102729,VALMONT INDUSTRIES INC,3440.0,1231.0,10-Q,20180630,2018,Q2,,
318,0000102752-18-000030,102752,VSE CORP,8711.0,1231.0,10-Q,20180630,2018,Q2,,
319,0000103379-18-000009,103379,V F CORP,2320.0,331.0,10-Q,20180630,2018,Q1,,
320,0000103730-18-000031,103730,VISHAY INTERTECHNOLOGY INC,3670.0,1231.0,10-Q,20180630,2018,Q2,,
321,0000103872-18-000023,103872,"VOLT INFORMATION SCIENCES, INC.",7363.0,1031.0,10-Q,20180731,2018,Q3,,
322,0000104169-18-000086,104169,WALMART INC.,5331.0,131.0,10-Q,20180731,2018,Q2,,
323,0000104889-18-000036,104889,GRAHAM HOLDINGS CO,8200.0,1231.0,10-Q,20180630,2018,Q2,,
324,0000104894-18-000056,104894,WASHINGTON REAL ESTATE INVESTMENT TRUST,6798.0,1231.0,10-Q,20180630,2018,Q2,,
325,0000104918-18-000097,104918,AVISTA CORP,4931.0,1231.0,10-Q,20180630,2018,Q2,,
326,0000105132-18-000024,105132,WD 40 CO,2890.0,831.0,10-Q,20180531,2018,Q3,,
327,0000105418-18-000024,105418,WEIS MARKETS INC,5411.0,1231.0,10-Q,20180630,2018,Q2,,
328,0000105634-18-000133,105634,EMCOR GROUP INC,1731.0,1231.0,10-Q,20180630,2018,Q2,,
329,0000105770-18-000032,105770,WEST PHARMACEUTICAL SERVICES INC,3060.0,1231.0,10-Q,20180630,2018,Q2,,
331,0000106455-18-000066,106455,WESTMORELAND COAL CO,1221.0,1231.0,10-Q,20180630,2018,Q2,,
332,0000106535-18-000052,106535,WEYERHAEUSER CO,6798.0,1231.0,10-Q,20180630,2018,Q2,,
333,0000106640-18-000061,106640,WHIRLPOOL CORP /DE/,3630.0,1231.0,10-Q,20180630,2018,Q2,,
334,0000107140-18-000031,107140,"WILEY JOHN & SONS, INC.",2731.0,430.0,10-Q,20180731,2019,Q1,,
335,0000107263-18-000024,107263,WILLIAMS COMPANIES INC,4922.0,1231.0,10-Q,20180630,2018,Q2,,
336,0000107815-18-000243,783325,"WEC ENERGY GROUP, INC.",4931.0,1231.0,10-Q,20180630,2018,Q2,,
337,0000107815-18-000245,107815,WISCONSIN ELECTRIC POWER CO,4911.0,1231.0,10-Q,20180630,2018,Q2,,
338,0000107815-18-000247,107833,WISCONSIN PUBLIC SERVICE CORP,4931.0,1231.0,10-Q,20180630,2018,Q2,,
339,0000108312-18-000016,108312,"WOODWARD, INC.",3620.0,930.0,10-Q,20180630,2018,Q3,,
340,0000108385-18-000073,108385,WORLD ACCEPTANCE CORP,6141.0,331.0,10-Q,20180630,2018,Q1,,
341,0000108772-18-000039,108772,XEROX CORP,3577.0,1231.0,10-Q,20180630,2018,Q2,,
342,0000108985-18-000095,108985,YORK WATER CO,4941.0,1231.0,10-Q,20180630,2018,Q2,,
343,0000109177-18-000043,109177,"SPECTRUM BRANDS HOLDINGS, INC.",3690.0,930.0,10-Q,20180630,2018,Q3,,
344,0000109380-18-000235,109380,ZIONS BANCORPORATION /UT/,6021.0,1231.0,10-Q,20180630,2018,Q2,,
346,0000110019-18-000009,110019,NORTHWEST PIPELINE LLC,4922.0,1231.0,10-Q,20180630,2018,Q2,,
347,0000110471-18-000029,110471,WOLVERINE WORLD WIDE INC /DE/,3140.0,1231.0,10-Q,20180630,2018,Q2,,
348,0000200406-18-000041,200406,JOHNSON & JOHNSON,2834.0,1231.0,10-Q,20180630,2018,Q2,,
350,0000205402-18-000026,205402,GRAYBAR ELECTRIC CO INC,5063.0,1231.0,10-Q,20180630,2018,Q2,,
351,0000215466-18-000118,215466,"COEUR MINING, INC.",1040.0,1231.0,10-Q,20180630,2018,Q2,,
352,0000216085-18-000034,216085,HAVERTY FURNITURE COMPANIES INC,5712.0,1231.0,10-Q,20180630,2018,Q2,,
353,0000216228-18-000026,216228,ITT INC.,3561.0,1231.0,10-Q,20180630,2018,Q2,,
354,0000225648-18-000115,225648,COVANTA HOLDING CORP,4991.0,1231.0,10-Q,20180630,2018,Q2,,
355,0000230557-18-000037,230557,SELECTIVE INSURANCE GROUP INC,6331.0,1231.0,10-Q,20180630,2018,Q2,,
356,0000276209-18-000020,276209,CONNECTICUT WATER SERVICE INC / CT,4941.0,1231.0,10-Q,20180630,2018,Q2,,
357,0000277135-18-000023,277135,GRAINGER W W INC,5000.0,630.0,10-Q,20180630,2018,Q2,,
358,0000277509-18-000036,277509,FEDERAL SIGNAL CORP /DE/,3711.0,1231.0,10-Q,20180630,2018,Q2,,
359,0000277595-18-000067,277595,ENERGEN CORP,1311.0,1231.0,10-Q,20180630,2018,Q2,,
360,0000277638-18-000022,277638,DAVEY TREE EXPERT CO,700.0,1231.0,10-Q,20180630,2018,Q2,,
361,0000277948-18-000040,277948,CSX CORP,4011.0,1231.0,10-Q,20180630,2018,Q2,,
362,0000278166-18-000042,278166,CAVCO INDUSTRIES INC.,2451.0,331.0,10-Q,20180630,2018,Q1,,
363,0000310056-18-000041,310056,VICON INDUSTRIES INC /NY/,3669.0,930.0,10-Q,20180630,2018,Q3,,
364,0000310158-18-000034,310158,"MERCK & CO., INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
366,0000310522-18-000236,310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111.0,1231.0,10-Q,20180630,2018,Q2,,
367,0000310764-18-000185,310764,STRYKER CORP,3841.0,1231.0,10-Q,20180630,2018,Q2,,
368,0000310826-18-000020,310826,PROTECTIVE LIFE INSURANCE CO,6311.0,1231.0,10-Q,20180630,2018,Q2,,
369,0000313143-18-000052,313143,HAEMONETICS CORP,3841.0,331.0,10-Q,20180630,2018,Q1,,
370,0000313616-18-000116,313616,DANAHER CORP /DE/,3823.0,1231.0,10-Q,20180630,2018,Q2,,
371,0000314808-18-000119,314808,ENSCO PLC,1381.0,1231.0,10-Q,20180630,2018,Q2,,
372,0000315449-18-000042,315449,UQM TECHNOLOGIES INC,3679.0,1231.0,10-Q,20180630,2018,Q2,,
373,0000315849-18-000032,315849,SOUTHWEST GEORGIA FINANCIAL CORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
374,0000315858-18-000073,315858,BBX CAPITAL CORP,6500.0,1231.0,10-Q,20180630,2018,Q2,,
375,0000316300-18-000017,316300,EXCO RESOURCES INC,1311.0,1231.0,10-Q,20180630,2018,Q2,,
376,0000316709-18-000040,316709,SCHWAB CHARLES CORP,6211.0,1231.0,10-Q,20180630,2018,Q2,,
377,0000318154-18-000015,318154,AMGEN INC,2836.0,1231.0,10-Q,20180630,2018,Q2,,
378,0000318300-18-000192,318300,PEOPLES BANCORP INC,6021.0,1231.0,10-Q,20180630,2018,Q2,,
379,0000318833-18-000056,318833,TEAM INC,7600.0,1231.0,10-Q,20180630,2018,Q2,,
380,0000318996-18-000020,318996,KEY ENERGY SERVICES INC,1389.0,1231.0,10-Q,20180630,2018,Q2,,
382,0000319815-18-000035,319815,MAXWELL TECHNOLOGIES INC,3690.0,1231.0,10-Q,20180630,2018,Q2,,
383,0000320017-18-000112,320017,"CALADRIUS BIOSCIENCES, INC.",8090.0,1231.0,10-Q,20180630,2018,Q2,,
384,0000320121-18-000023,320121,TELOS CORP,7373.0,1231.0,10-Q,20180630,2018,Q2,,
386,0000320193-18-000100,320193,APPLE INC,3571.0,930.0,10-Q,20180630,2018,Q3,,
387,0000320335-18-000033,320335,TORCHMARK CORP,6311.0,1231.0,10-Q,20180630,2018,Q2,,
388,0000320575-18-000048,320575,PIONEER ENERGY SERVICES CORP,1381.0,1231.0,10-Q,20180630,2018,Q2,,
389,0000350698-18-000114,350698,"AUTONATION, INC.",5500.0,1231.0,10-Q,20180630,2018,Q2,,
390,0000350852-18-000078,350852,COMMUNITY TRUST BANCORP INC /KY/,6022.0,1231.0,10-Q,20180630,2018,Q2,,
391,0000350894-18-000042,350894,SEI INVESTMENTS CO,6211.0,1231.0,10-Q,20180630,2018,Q2,,
392,0000351569-18-000014,351569,AMERIS BANCORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
393,0000351817-18-000018,351817,"SILVERBOW RESOURCES, INC.",1311.0,1231.0,10-Q,20180630,2018,Q2,,
394,0000351998-18-000023,351998,DATA I/O CORP,3825.0,1231.0,10-Q,20180630,2018,Q2,,
395,0000352541-18-000078,352541,ALLIANT ENERGY CORP,4931.0,1231.0,10-Q,20180630,2018,Q2,,
396,0000352736-18-000009,352736,ALLSTATE LIFE INSURANCE CO,6311.0,1231.0,10-Q,20180630,2018,Q2,,
397,0000352825-18-000034,352825,FOSTER L B CO,5051.0,1231.0,10-Q,20180630,2018,Q2,,
399,0000353020-18-000069,353020,AEGION CORP,1623.0,1231.0,10-Q,20180630,2018,Q2,,
400,0000353569-18-000051,353569,QUIDEL CORP /DE/,2835.0,1231.0,10-Q,20180630,2018,Q2,,
401,0000354707-18-000058,354707,HAWAIIAN ELECTRIC INDUSTRIES INC,4911.0,1231.0,10-Q,20180630,2018,Q2,,
402,0000354908-18-000074,354908,FLIR SYSTEMS INC,3812.0,1231.0,10-Q,20180630,2018,Q2,,
403,0000354950-18-000051,354950,HOME DEPOT INC,5211.0,131.0,10-Q,20180731,2018,Q2,,
405,0000355429-18-000008,355429,PROTECTIVE LIFE CORP,6311.0,1231.0,10-Q,20180630,2018,Q2,,
406,0000356028-18-000126,356028,"CA, INC.",7372.0,331.0,10-Q,20180630,2018,Q1,,
407,0000356037-18-000033,356037,CSP INC /MA/,7373.0,930.0,10-Q,20180630,2018,Q3,,
408,0000356130-18-000125,356130,EMC INSURANCE GROUP INC,6331.0,1231.0,10-Q,20180630,2018,Q2,,
409,0000356309-18-000102,356309,NEW JERSEY RESOURCES CORP,4924.0,930.0,10-Q,20180630,2018,Q3,,
410,0000357173-18-000051,357173,OLD SECOND BANCORP INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
411,0000700564-18-000035,700564,FULTON FINANCIAL CORP,6021.0,1231.0,10-Q,20180630,2018,Q2,,
412,0000700565-18-000079,700565,FIRST MID ILLINOIS BANCSHARES INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
413,0000700841-18-000022,700841,RCM TECHNOLOGIES INC,7363.0,1231.0,10-Q,20180630,2018,Q2,,
414,0000701347-18-000040,701347,CENTRAL PACIFIC FINANCIAL CORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
415,0000701374-18-000169,701374,SIX FLAGS ENTERTAINMENT CORP,7990.0,1231.0,10-Q,20180630,2018,Q2,,
416,0000701869-18-000039,701869,INDEPENDENCE HOLDING CO,6311.0,1231.0,10-Q,20180630,2018,Q2,,
417,0000701985-18-000045,701985,"L BRANDS, INC.",5621.0,131.0,10-Q,20180731,2018,Q2,,
418,0000702165-18-000040,702165,NORFOLK SOUTHERN CORP,4011.0,1231.0,10-Q,20180630,2018,Q2,,
419,0000702325-18-000056,702325,FIRST MIDWEST BANCORP INC,6021.0,1231.0,10-Q,20180630,2018,Q2,,
421,0000703604-18-000051,703604,LAWSON PRODUCTS INC/NEW/DE/,5080.0,1231.0,10-Q,20180630,2018,Q2,,
422,0000704051-18-000107,704051,"LEGG MASON, INC.",6282.0,331.0,10-Q,20180630,2018,Q1,,
423,0000705432-18-000085,705432,SOUTHSIDE BANCSHARES INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
424,0000706688-18-000117,706688,AARON'S INC,7359.0,1231.0,10-Q,20180630,2018,Q2,,
425,0000706863-18-000038,706863,UNION BANKSHARES INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
426,0000707388-18-000026,707388,DIGIRAD CORP,3845.0,1231.0,10-Q,20180630,2018,Q2,,
428,0000708821-18-000052,708821,PAR TECHNOLOGY CORP,3578.0,1231.0,10-Q,20180630,2018,Q2,,
429,0000708955-18-000084,708955,FIRST FINANCIAL BANCORP /OH/,6021.0,1231.0,10-Q,20180630,2018,Q2,,
430,0000711404-18-000035,711404,COOPER COMPANIES INC,3851.0,1031.0,10-Q,20180731,2018,Q3,,
431,0000712034-18-000116,712034,ACCO BRANDS CORP,2780.0,1231.0,10-Q,20180630,2018,Q2,,
432,0000712515-18-000045,712515,ELECTRONIC ARTS INC.,7372.0,331.0,10-Q,20180630,2018,Q1,,
433,0000712534-18-000186,712534,FIRST MERCHANTS CORP,6021.0,1231.0,10-Q,20180630,2018,Q2,,
434,0000712537-18-000034,712537,FIRST COMMONWEALTH FINANCIAL CORP /PA/,6021.0,1231.0,10-Q,20180630,2018,Q2,,
435,0000713671-18-000072,713671,DNB FINANCIAL CORP /PA/,6021.0,1231.0,10-Q,20180630,2018,Q2,,
436,0000713676-18-000065,713676,"PNC FINANCIAL SERVICES GROUP, INC.",6021.0,1231.0,10-Q,20180630,2018,Q2,,
437,0000714310-18-000170,714310,VALLEY NATIONAL BANCORP,6021.0,1231.0,10-Q,20180630,2018,Q2,,
438,0000714395-18-000038,714395,"GERMAN AMERICAN BANCORP, INC.",6022.0,1231.0,10-Q,20180630,2018,Q2,,
439,0000714562-18-000051,714562,FIRST FINANCIAL CORP /IN/,6022.0,1231.0,10-Q,20180630,2018,Q2,,
440,0000715072-18-000232,715072,RENASANT CORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
441,0000716006-18-000011,716006,YRC WORLDWIDE INC.,4213.0,1231.0,10-Q,20180630,2018,Q2,,
442,0000716133-18-000049,716133,CINCINNATI BELL INC,4813.0,1231.0,10-Q,20180630,2018,Q2,,
443,0000716605-18-000019,716605,PENNS WOODS BANCORP INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
444,0000716634-18-000019,716634,READING INTERNATIONAL INC,7830.0,1231.0,10-Q,20180630,2018,Q2,,
446,0000717423-18-000031,717423,MURPHY OIL CORP /DE,1311.0,1231.0,10-Q,20180630,2018,Q2,,
447,0000717538-18-000153,717538,ARROW FINANCIAL CORP,6021.0,1231.0,10-Q,20180630,2018,Q2,,
449,0000719135-18-000055,719135,BOVIE MEDICAL CORP,3841.0,1231.0,10-Q,20180630,2018,Q2,,
450,0000719220-18-000066,719220,S&T BANCORP INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
451,0000719402-18-000019,719402,FIRST NATIONAL CORP /VA/,6022.0,1231.0,10-Q,20180630,2018,Q2,,
453,0000719739-18-000038,719739,SVB FINANCIAL GROUP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
454,0000720005-18-000058,720005,RAYMOND JAMES FINANCIAL INC,6211.0,930.0,10-Q,20180630,2018,Q3,,
455,0000720500-18-000041,720500,AMTECH SYSTEMS INC,3559.0,930.0,10-Q,20180630,2018,Q3,,
456,0000720858-18-000016,720858,INVESTORS TITLE CO,6361.0,1231.0,10-Q,20180630,2018,Q2,,
458,0000721447-18-000022,721447,CCA INDUSTRIES INC,2844.0,1130.0,10-Q,20180531,2018,Q2,,
459,0000721994-18-000038,721994,LAKELAND FINANCIAL CORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
463,0000723612-18-000087,723612,"AVIS BUDGET GROUP, INC.",7510.0,1231.0,10-Q,20180630,2018,Q2,,
464,0000723646-18-000044,723646,FRANKLIN FINANCIAL SERVICES CORP /PA/,6022.0,1231.0,10-Q,20180630,2018,Q2,,
465,0000723733-18-000011,723733,"MULTI SOLUTIONS II, INC",6770.0,131.0,10-Q,20180731,2018,Q2,,
466,0000724910-18-000022,724910,NVE CORP /NEW/,3674.0,331.0,10-Q,20180630,2018,Q1,,
467,0000726513-18-000019,726513,TRIBUNE MEDIA CO,4833.0,1231.0,10-Q,20180630,2018,Q2,,
468,0000726514-18-000033,726514,ELECTRO SCIENTIFIC INDUSTRIES INC,3690.0,331.0,10-Q,20180630,2018,Q1,,
469,0000726601-18-000037,726601,CAPITAL CITY BANK GROUP INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
470,0000726728-18-000087,726728,REALTY INCOME CORP,6798.0,1231.0,10-Q,20180630,2018,Q2,,
471,0000726854-18-000040,726854,CITY HOLDING CO,6021.0,1231.0,10-Q,20180630,2018,Q2,,
472,0000726865-18-000362,726865,LINCOLN NATIONAL LIFE INSURANCE CO /IN/,6311.0,1231.0,10-Q,20180630,2018,Q2,,
473,0000726958-18-000140,726958,CASEYS GENERAL STORES INC,5500.0,430.0,10-Q,20180731,2019,Q1,,
474,0000727273-18-000015,727273,CADIZ INC,4941.0,1231.0,10-Q,20180630,2018,Q2,,
475,0000727920-18-000014,727920,AXA EQUITABLE LIFE INSURANCE CO,6411.0,1231.0,10-Q,20180630,2018,Q2,,
476,0000728391-18-000037,728391,"IPALCO ENTERPRISES, INC.",4911.0,1231.0,10-Q,20180630,2018,Q2,,
477,0000729580-18-000022,729580,BEL FUSE INC /NJ,3677.0,1231.0,10-Q,20180630,2018,Q2,,
478,0000731012-18-000061,731012,HEALTHCARE SERVICES GROUP INC,8050.0,1231.0,10-Q,20180630,2018,Q2,,
479,0000731766-18-000030,731766,UNITEDHEALTH GROUP INC,6324.0,1231.0,10-Q,20180630,2018,Q2,,
480,0000731802-18-000029,731802,ATMOS ENERGY CORP,4924.0,930.0,10-Q,20180630,2018,Q3,,
481,0000732417-18-000036,732417,HILLS BANCORPORATION,6022.0,1231.0,10-Q,20180630,2018,Q2,,
482,0000732712-18-000044,732712,VERIZON COMMUNICATIONS INC,4813.0,1231.0,10-Q,20180630,2018,Q2,,
483,0000732834-18-000009,732834,"CONTINENTAL RESOURCES, INC",1311.0,1231.0,10-Q,20180630,2018,Q2,,
484,0000733076-18-000012,733076,BRIGHTHOUSE LIFE INSURANCE CO,6311.0,1231.0,10-Q,20180630,2018,Q2,,
485,0000733269-18-000023,733269,ACXIOM CORP,7374.0,331.0,10-Q,20180630,2018,Q1,,
486,0000736772-18-000007,736772,CNB FINANCIAL CORP/PA,6022.0,1231.0,10-Q,20180630,2018,Q2,,
487,0000737468-18-000105,737468,WASHINGTON TRUST BANCORP INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
488,0000737758-18-000042,737758,TORO CO,3524.0,1031.0,10-Q,20180731,2018,Q3,,
489,0000739421-18-000093,739421,CITIZENS FINANCIAL SERVICES INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
490,0000740260-18-000145,740260,VENTAS INC,6798.0,1231.0,10-Q,20180630,2018,Q2,,
491,0000740663-18-000035,740663,FIRST OF LONG ISLAND CORP,6021.0,1231.0,10-Q,20180630,2018,Q2,,
492,0000741516-18-000034,741516,AMERICAN NATIONAL BANKSHARES INC.,6021.0,1231.0,10-Q,20180630,2018,Q2,,
493,0000741815-18-000054,741815,HOOPER HOLMES INC,8090.0,1231.0,10-Q,20180630,2018,Q2,,
494,0000742112-18-000074,742112,INVACARE CORP,3842.0,1231.0,10-Q,20180630,2018,Q2,,
496,0000743367-18-000126,743367,BAR HARBOR BANKSHARES,6022.0,1231.0,10-Q,20180630,2018,Q2,,
497,0000743988-18-000038,743988,XILINX INC,3674.0,331.0,10-Q,20180630,2018,Q1,,
498,0000744455-18-000016,744455,GREAT WEST LIFE & ANNUITY INSURANCE CO,6311.0,1231.0,10-Q,20180630,2018,Q2,,
499,0000745732-18-000024,745732,ROSS STORES INC,5651.0,131.0,10-Q,20180731,2018,Q2,,
500,0000745981-18-000099,745981,MIDSOUTH BANCORP INC,6021.0,1231.0,10-Q,20180630,2018,Q2,,
502,0000746210-18-000048,746210,"GLOWPOINT, INC.",4813.0,1231.0,10-Q,20180630,2018,Q2,,
503,0000746515-18-000029,746515,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,4731.0,1231.0,10-Q,20180630,2018,Q2,,
505,0000746838-18-000030,746838,UNISYS CORP,7373.0,1231.0,10-Q,20180630,2018,Q2,,
506,0000749251-18-000013,749251,GARTNER INC,8741.0,1231.0,10-Q,20180630,2018,Q2,,
507,0000750004-18-000171,750004,SCIENTIFIC GAMES CORP,7373.0,1231.0,10-Q,20180630,2018,Q2,,
508,0000750556-18-000186,750556,SUNTRUST BANKS INC,6021.0,1231.0,10-Q,20180630,2018,Q2,,
509,0000750577-18-000041,750577,HANCOCK WHITNEY CORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
510,0000750686-18-000157,750686,CAMDEN NATIONAL CORP,6021.0,1231.0,10-Q,20180630,2018,Q2,,
511,0000750813-18-000030,750813,SEITEL INC,1382.0,1231.0,10-Q,20180630,2018,Q2,,
512,0000751364-18-000084,751364,"NATIONAL RETAIL PROPERTIES, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
513,0000753308-18-000114,753308,NEXTERA ENERGY INC,4911.0,1231.0,10-Q,20180630,2018,Q2,,
514,0000754737-18-000228,754737,SCANA CORP,4931.0,1231.0,10-Q,20180630,2018,Q2,,
515,0000757011-18-000064,757011,USG CORP,3270.0,1231.0,10-Q,20180630,2018,Q2,,
516,0000759944-18-000067,759944,CITIZENS FINANCIAL GROUP INC/RI,6022.0,1231.0,10-Q,20180630,2018,Q2,,
517,0000763563-18-000080,763563,CHEMUNG FINANCIAL CORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
518,0000763744-18-000211,763744,LCI INDUSTRIES,3714.0,1231.0,10-Q,20180630,2018,Q2,,
519,0000764065-18-000126,764065,CLEVELAND-CLIFFS INC.,1000.0,1231.0,10-Q,20180630,2018,Q2,,
520,0000764180-18-000072,764180,"ALTRIA GROUP, INC.",2111.0,1231.0,10-Q,20180630,2018,Q2,,
521,0000764478-18-000043,764478,BEST BUY CO INC,5731.0,131.0,10-Q,20180731,2018,Q2,,
522,0000764622-18-000052,764622,PINNACLE WEST CAPITAL CORP,4911.0,1231.0,10-Q,20180630,2018,Q2,,
523,0000764764-18-000133,764764,CATERPILLAR FINANCIAL SERVICES CORP,6159.0,1231.0,10-Q,20180630,2018,Q2,,
524,0000765207-18-000040,765207,"FIRST BANCORP, INC /ME/",6021.0,1231.0,10-Q,20180630,2018,Q2,,
525,0000766404-18-000009,766404,"MULTI SOFT II, INC",6770.0,131.0,10-Q,20180731,2018,Q2,,
526,0000766421-18-000047,766421,"ALASKA AIR GROUP, INC.",4512.0,1231.0,10-Q,20180630,2018,Q2,,
527,0000766704-18-000040,766704,WELLTOWER INC.,6798.0,1231.0,10-Q,20180630,2018,Q2,,
528,0000766829-18-000115,766829,SJW GROUP,4941.0,1231.0,10-Q,20180630,2018,Q2,,
529,0000768835-18-000092,768835,BIG LOTS INC,5331.0,131.0,10-Q,20180731,2018,Q2,,
530,0000768899-18-000035,768899,"TRUEBLUE, INC.",7363.0,1231.0,10-Q,20180630,2018,Q2,,
